"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val"
1979,"FL","NICEVILLE",361960,949592,2788633
1979,"FL","ORLANDO",2552,4588,13473
1979,"FL","PANACEA",1165056,596669,1752216
1979,"FL","PANAMA CITY",949841,1434272,4211973
1979,"FL","PANAMA CITY BEACH",816271,1197003,3515193
1979,"FL","PENSACOLA",1468264,2757682,8098384
1979,"FL","PERRY",90643,21164,62152
1979,"FL","PLACIDA",208997,434102,1274812
1979,"FL","PORT SAINT JOE",160907,163110,479000
1979,"FL","PUNTA GORDA",719608,174883,513573
1979,"FL","RUSKIN",99357,182684,536482
1979,"FL","SAINT JAMES CITY",105467,92933,272913
1979,"FL","SAINT MARKS",355463,314225,922773
1979,"FL","SAINT PETERSBURG",4487442,8826793,25921329
1979,"FL","SARASOTA",23411,33455,98247
1979,"FL","SEBASTIAN",298131,87708,257569
1979,"FL","SEMINOLE",38132,35568,104451
1979,"FL","SOPCHOPPY",36543,25764,75661
1979,"FL","SOUTHPORT",706177,327098,960578
1979,"FL","STEINHATCHEE",2202467,529301,1554379
1979,"FL","SUMMERLAND KEY",439727,757530,2224610
1979,"FL","SUWANNEE",263728,41730,122547
1979,"FL","TAMPA",1516851,2786754,8183761
1979,"FL","TARPON SPRINGS",1216222,2250252,6608236
1979,"FL","TAVERNIER",247837,401932,1180340
1979,"FL","TREASURE ISLAND",155845,270376,794003
1979,"LA","ABBEVILLE",154851,212948,625357
1979,"LA","BARATARIA",1067788,2521641,7405213
1979,"LA","BATON ROUGE",510520,562300,1651286
1979,"LA","BERWICK",557242,1452978,4266909
1979,"LA","BOOTHVILLE",611083,1554272,4564376
1979,"LA","BURAS",128011,328880,965810
1979,"LA","CAMERON",4504049,7454785,21892202
1979,"LA","CHALMETTE",40122,133797,392917
1979,"LA","CHAUVIN",2877616,4138668,12153879
1979,"LA","CUT OFF",6006282,5923476,17395262
1979,"LA","DELCAMBRE",2763613,6111258,17946714
1979,"LA","DULAC",16564567,24756864,72702602
1979,"LA","EMPIRE",12708,12923,37951
1979,"LA","FRANKLIN",557242,1452978,4266909
1979,"LA","GOLDEN MEADOW",8949836,18409782,54063354
1979,"LA","GRAND ISLE",1138153,1115064,3274569
1979,"LA","GRETNA",1421168,4045598,11880564
1979,"LA","HACKBERRY",1289292,1298557,3813427
1979,"LA","HOUMA",726977,886715,2603985
1979,"LA","KENNER",23062,20127,59106
1979,"LA","LAFAYETTE",1580896,3828858,11244071
1979,"LA","LAFITTE",5550870,14289137,41962401
1979,"LA","MARRERO",2228794,2572084,7553348
1979,"LA","MONTEGUT",1941125,2149790,6313212
1979,"LA","NEW ORLEANS",1660540,1958439,5751279
1979,"LA","PATTERSON",912750,2660058,7811698
1979,"LA","RAYNE",39249,31816,93433
1979,"LA","SAINT AMANT",939,2040,5991
1979,"LA","SAINT BERNARD",1072939,1843986,5415168
1979,"LA","THERIOT",347472,442744,1300191
1979,"LA","VENICE",4078151,6241103,18328026
1979,"LA","VIOLET",3790960,5359774,15739857
1979,"LA","WESTWEGO",2933351,3279762,9631560
1979,"MS","BILOXI",3885615,5876062,17256024
1979,"MS","GAUTIER",531500,127335,373940
1979,"MS","GULFPORT",428767,652751,1916910
1979,"MS","MOSS POINT",12558,18720,54974
1979,"MS","OCEAN SPRINGS",298391,509193,1495328
1979,"MS","PASCAGOULA",3396137,6553072,19244171
1979,"MS","PASS CHRISTIAN",55253,120011,352432
1979,"TX","ANAHUAC",618886,835833,2454560
1979,"TX","ARANSAS PASS",17251479,43802734,128633928
1979,"TX","BAYTOWN",82,103,302
1979,"TX","BOLIVAR PENINSULA",1972421,4073983,11963919
1979,"TX","BROWNSVILLE",15443349,40276614,118278901
1979,"TX","DICKINSON",259067,233959,687060
1979,"TX","FREEPORT",6089638,15358800,45103640
1979,"TX","FULTON",3122516,7040555,20675747
1979,"TX","GALVESTON",3313642,7034499,20657963
1979,"TX","INDIANOLA",949629,1072024,3148174
1979,"TX","LOS FRESNOS",541281,1530066,4493290
1979,"TX","MATAGORDA",379170,502390,1475351
1979,"TX","NUECES",2629925,5436755,15965925
1979,"TX","PALACIOS",4082894,7713344,22651505
1979,"TX","PORT ARTHUR",3430067,6666097,19576091
1979,"TX","PORT ISABEL",14349134,35657043,104712768
1979,"TX","PORT LAVACA",1967421,3204923,9411784
1979,"TX","PORT O'CONNOR",2206608,3401367,9988674
1979,"TX","ROCKPORT",966233,1222213,3589230
1979,"TX","SAN LEON",711623,1018417,2990751
1979,"TX","SEABROOK",396964,480836,1412054
1979,"TX","SEADRIFT",1185985,1098000,3224455
1980,"AL","BAYOU LA BATRE",6425337,13825072,37235997
1980,"AL","BON SECOUR",604525,1306043,3517652
1980,"AL","CODEN",4927825,9170456,24699408
1980,"AL","GULF SHORES",525197,1085583,2923873
1980,"AL","IRVINGTON",42123,76125,205033
1980,"AL","THEODORE",2236,5272,14198
1980,"FL","APALACHICOLA",2111906,3391436,9134383
1980,"FL","CARRABELLE",641966,1158405,3120011
1980,"FL","CORTEZ",115399,219503,591202
1980,"FL","CRYSTAL RIVER",256829,383626,1033246
1980,"FL","DESTIN",5348,9901,26667
1980,"FL","EASTPOINT",382695,669819,1804067
1980,"FL","FORT MYERS",3003646,6321749,17026792
1980,"FL","FORT MYERS BEACH",902095,1765276,4754537
1980,"FL","KEY WEST",7475715,11306243,30451866
1980,"FL","LUTZ",47710,75591,203595
1980,"FL","MARATHON",452291,464143,1250108
1980,"FL","MILTON",354,458,1234
1980,"FL","NICEVILLE",977585,2114299,5694584
1980,"FL","ORLANDO",3551,3747,10093
1980,"FL","PENSACOLA",739728,1342372,3615498
1980,"FL","PLACIDA",108450,190125,512076
1980,"FL","RUSKIN",47710,75591,203595
1980,"FL","SAINT MARKS",78183,61833,166539
1980,"FL","SAINT PETERSBURG",3735973,5852844,15763858
1980,"FL","TAMPA",925903,1664011,4481792
1980,"FL","TARPON SPRINGS",1304082,2171032,5847386
1980,"LA","BARATARIA",2718788,5299495,14273486
1980,"LA","BATON ROUGE",3895197,4249138,11444491
1980,"LA","BERWICK",61309,133012,358250
1980,"LA","BOOTHVILLE",4136670,5082559,13689199
1980,"LA","BURAS",204508,286622,771978
1980,"LA","CAMERON",6175818,8697680,23426048
1980,"LA","CHAUVIN",1646313,2645385,7124993
1980,"LA","CUT OFF",2129321,1691052,4554625
1980,"LA","DELCAMBRE",3570887,6380982,17186330
1980,"LA","DULAC",13625819,16166561,43542492
1980,"LA","EMPIRE",627293,953358,2567743
1980,"LA","FRANKLIN",61309,133012,358250
1980,"LA","GOLDEN MEADOW",13127031,19794951,53315078
1980,"LA","GRAND ISLE",901967,858064,2311082
1980,"LA","GRETNA",540747,902724,2431367
1980,"LA","HACKBERRY",733011,646954,1742488
1980,"LA","HARVEY",217164,309105,832533
1980,"LA","HOUMA",62245,43901,118242
1980,"LA","LAFAYETTE",1550995,2508103,6755243
1980,"LA","LAFITTE",5265411,10305629,27756844
1980,"LA","MONTEGUT",475854,344850,928808
1980,"LA","MORGAN CITY",989451,1203808,3242297
1980,"LA","NEW ORLEANS",2601502,2265522,6101883
1980,"LA","PATTERSON",966248,2228465,6002075
1980,"LA","SAINT BERNARD",309801,430568,1159678
1980,"LA","THERIOT",1873305,1517626,4087524
1980,"LA","VENICE",1897499,2493405,6715656
1980,"LA","VIOLET",578631,745910,2009009
1980,"LA","WESTWEGO",1573395,1618860,4360185
1980,"MS","BILOXI",5646949,8189177,22056463
1980,"MS","EDENTON",4750,5225,14073
1980,"MS","GAUTIER",868600,222160,598359
1980,"MS","GULFPORT",353450,79513,214158
1980,"MS","OCEAN SPRINGS",20982,34804,93740
1980,"MS","PASCAGOULA",1607275,2263734,6097070
1980,"TX","ANAHUAC",810477,972444,2619150
1980,"TX","ARANSAS PASS",15544616,33330342,89770854
1980,"TX","BAYTOWN",9788,20368,54859
1980,"TX","BOLIVAR PENINSULA",4182134,6744033,18164159
1980,"TX","BROWNSVILLE",13197161,28056931,75567622
1980,"TX","CORPUS CHRISTI",8410,19454,52396
1980,"TX","DICKINSON",229724,213484,574991
1980,"TX","FREEPORT",8926965,19300992,51984662
1980,"TX","FULTON",2354612,4107223,11062262
1980,"TX","GALVESTON",3293926,5755131,15500684
1980,"TX","INDIANOLA",1337552,1479757,3985529
1980,"TX","LOS FRESNOS",638587,1250183,3367202
1980,"TX","MATAGORDA",498199,431596,1162447
1980,"TX","NUECES",3239602,5894515,15876095
1980,"TX","PALACIOS",4451017,8507237,22913113
1980,"TX","PORT ARTHUR",3108824,5180419,13952772
1980,"TX","PORT ISABEL",12506381,26533191,71463634
1980,"TX","PORT LAVACA",1993208,3306144,8904660
1980,"TX","PORT O'CONNOR",1379495,2368108,6378185
1980,"TX","ROCKPORT",2548630,4694089,12642907
1980,"TX","SAN LEON",549031,477017,1284782
1980,"TX","SEABROOK",1293178,1579969,4255438
1980,"TX","SEADRIFT",648713,628858,1693746
1981,"AL","BAYOU LA BATRE",11762652,20557473,50583039
1981,"AL","BON SECOUR",7056441,13153429,32364896
1981,"AL","CODEN",14224,18103,44544
1981,"AL","DAUPHIN ISLAND",786426,1207068,2970071
1981,"AL","GULF SHORES",4639156,9057925,22287631
1981,"AL","IRVINGTON",41988,85015,209185
1981,"AL","MOBILE",1489,2129,5239
1981,"AL","SPANISH FORT",217550,204267,502613
1981,"AL","THEODORE",229840,247624,609294
1981,"FL","APALACHICOLA",2941760,4731415,11641960
1981,"FL","CARRABELLE",1296343,2461077,6055645
1981,"FL","CORTEZ",119545,265956,654403
1981,"FL","CRYSTAL RIVER",291378,353770,870475
1981,"FL","DESTIN",5033,9663,23776
1981,"FL","EASTPOINT",884163,1459046,3590081
1981,"FL","FORT MYERS",558062,1179040,2901107
1981,"FL","FORT MYERS BEACH",3720035,7944292,19547462
1981,"FL","KEY WEST",12528544,18959838,46651953
1981,"FL","LUTZ",34452,89273,219662
1981,"FL","MARATHON",452613,577683,1421428
1981,"FL","MILTON",649,790,1944
1981,"FL","NICEVILLE",953293,2179853,5363674
1981,"FL","ORLANDO",92752,112774,277488
1981,"FL","PANACEA",4132,7768,19114
1981,"FL","PANAMA CITY",5486,7009,17246
1981,"FL","PENSACOLA",1085735,1727318,4250181
1981,"FL","PLACIDA",76718,155777,383300
1981,"FL","RUSKIN",34452,89273,219662
1981,"FL","SAINT MARKS",127887,141467,348088
1981,"FL","SAINT PETERSBURG",2913723,4191430,10313294
1981,"FL","TAMPA",2113111,3480595,8564236
1981,"FL","TARPON SPRINGS",1932063,3096016,7617955
1981,"LA","ABBEVILLE",185037,213305,524851
1981,"LA","BARATARIA",2741645,3995998,9832422
1981,"LA","BATON ROUGE",837996,698264,1718126
1981,"LA","BERWICK",438802,1006214,2475857
1981,"LA","BOOTHVILLE",2823548,3594870,8845419
1981,"LA","BURAS",2779717,3127819,7696209
1981,"LA","CAMERON",6841931,8949727,22021403
1981,"LA","CHAUVIN",5971999,6205304,15268567
1981,"LA","CUT OFF",2174153,1571893,3867749
1981,"LA","DELACROIX",184887,246189,605764
1981,"LA","DELCAMBRE",7928201,14940469,36762026
1981,"LA","DULAC",23101115,29941959,73674197
1981,"LA","EMPIRE",78303,96025,236276
1981,"LA","FRANKLIN",438802,1006214,2475857
1981,"LA","GOLDEN MEADOW",15880619,21499155,52900110
1981,"LA","GRAND ISLE",5209133,3542816,8717336
1981,"LA","GRETNA",2113482,3313976,8154260
1981,"LA","HACKBERRY",4291860,3161398,7778830
1981,"LA","HARVEY",170320,164000,403533
1981,"LA","HOUMA",1712868,1412779,3476235
1981,"LA","KENNER",73420,207315,510112
1981,"LA","LAFAYETTE",3051543,4749855,11687336
1981,"LA","LAFITTE",9448879,17077859,42021215
1981,"LA","LAKE ARTHUR",46227,80201,197340
1981,"LA","MARRERO",91331,124356,305986
1981,"LA","METAIRIE",20418,15472,38070
1981,"LA","MONTEGUT",2602481,2013214,4953647
1981,"LA","NEW ORLEANS",2161339,2191396,5392075
1981,"LA","PATTERSON",1050614,2345282,5770724
1981,"LA","PORT SULPHUR",1025328,1092754,2688795
1981,"LA","RAYNE",38368,29964,73728
1981,"LA","SAINT AMANT",11288,6347,15617
1981,"LA","SAINT BERNARD",1858754,1944351,4784205
1981,"LA","THERIOT",2244089,1383703,3404694
1981,"LA","VENICE",2557422,2173357,5347690
1981,"LA","VIOLET",1899823,1867856,4595985
1981,"LA","WESTWEGO",1537657,1308991,3220860
1981,"MS","BAY SAINT LOUIS",103991,91362,224802
1981,"MS","BILOXI",4568674,4533204,11154251
1981,"MS","GAUTIER",706500,196070,482443
1981,"MS","GULFPORT",187087,226165,556495
1981,"MS","MOSS POINT",73776,86531,212915
1981,"MS","OCEAN SPRINGS",364708,406717,1000754
1981,"MS","PASCAGOULA",3866619,5505111,13545694
1981,"MS","PASS CHRISTIAN",368417,492768,1212489
1981,"TX","ANAHUAC",639792,766103,1885047
1981,"TX","ARANSAS PASS",19845166,36979256,90989936
1981,"TX","BOLIVAR PENINSULA",4048627,6540851,16094203
1981,"TX","BROWNSVILLE",17821837,33659027,82820289
1981,"TX","DICKINSON",985071,1028553,2530823
1981,"TX","FREEPORT",14387505,26393809,64943735
1981,"TX","FULTON",3039890,3848441,9469347
1981,"TX","GALVESTON",4633718,7314419,17997618
1981,"TX","HIGH ISLAND",2510,2673,6577
1981,"TX","INDIANOLA",717872,641700,1578946
1981,"TX","LOS FRESNOS",1682533,2865449,7050630
1981,"TX","MATAGORDA",266992,234794,577726
1981,"TX","NUECES",3717638,6666821,16404159
1981,"TX","PALACIOS",5739220,10296962,25336364
1981,"TX","PORT ARTHUR",4946677,8513535,20948124
1981,"TX","PORT ISABEL",20030850,37712638,92794473
1981,"TX","PORT LAVACA",3283949,5325787,13104457
1981,"TX","PORT O'CONNOR",1763684,2513460,6184536
1981,"TX","ROCKPORT",722447,774525,1905771
1981,"TX","SAN LEON",587131,536753,1320717
1981,"TX","SEABROOK",1444770,1526041,3754926
1981,"TX","SEADRIFT",1014684,825151,2030340
1982,"AL","BAYOU LA BATRE",9710845,24369104,56472793
1982,"AL","BON SECOUR",6083023,15787014,36584718
1982,"AL","CODEN",82569,124983,289634
1982,"AL","DAUPHIN ISLAND",766098,1561160,3617822
1982,"AL","GULF SHORES",2398167,6624383,15351300
1982,"AL","IRVINGTON",82838,140690,326034
1982,"AL","MOBILE",67333,86360,200130
1982,"AL","SPANISH FORT",217503,339731,787290
1982,"AL","THEODORE",225324,378914,878094
1982,"FL","APALACHICOLA",1695547,3615267,8377997
1982,"FL","CARRABELLE",1104977,2520613,5841253
1982,"FL","CORTEZ",109043,302433,700856
1982,"FL","CRYSTAL RIVER",288608,319278,739893
1982,"FL","EASTPOINT",216543,293681,680575
1982,"FL","FORT MYERS",425503,1192904,2764427
1982,"FL","FORT MYERS BEACH",2628193,7467581,17305320
1982,"FL","INGLIS",115623,118659,274980
1982,"FL","KEY WEST",4080169,9320875,21600132
1982,"FL","LUTZ",128249,357338,828093
1982,"FL","MARATHON",437535,444124,1029210
1982,"FL","NICEVILLE",854880,2599106,6023150
1982,"FL","ORLANDO",53616,77550,179715
1982,"FL","PANACEA",5016,10782,24986
1982,"FL","PANAMA CITY",13838,25309,58651
1982,"FL","PENSACOLA",787013,1891517,4383388
1982,"FL","PLACIDA",90671,208769,483801
1982,"FL","RUSKIN",128249,357338,828093
1982,"FL","SAINT MARKS",71990,86338,200079
1982,"FL","SAINT PETERSBURG",2096270,4627375,10723448
1982,"FL","TAMPA",1836540,3813356,8837045
1982,"FL","TARPON SPRINGS",1871601,4359210,10102004
1982,"FL","YANKEETOWN",22165,30459,70585
1982,"LA","BARATARIA",2140591,5786278,13409081
1982,"LA","BATON ROUGE",438437,622324,1442170
1982,"LA","BELLE CHASSE",352645,496187,1149860
1982,"LA","BERWICK",46124,142435,330078
1982,"LA","BOOTHVILLE",2748728,4549837,10543761
1982,"LA","BURAS",576163,1280634,2967732
1982,"LA","CAMERON",4870326,8162844,18916518
1982,"LA","CHALMETTE",662363,1359597,3150720
1982,"LA","CHAUVIN",5689899,7624060,17667946
1982,"LA","CUT OFF",1552243,1852503,4292977
1982,"LA","DELACROIX",81041,161088,373305
1982,"LA","DELCAMBRE",6267315,12516617,29005921
1982,"LA","DES ALLEMANDS",182399,414985,961683
1982,"LA","DULAC",15801036,25366921,58785128
1982,"LA","EMPIRE",1174512,1644043,3809893
1982,"LA","FRANKLIN",46124,142435,330078
1982,"LA","GOLDEN MEADOW",12060425,23424104,54282859
1982,"LA","GRAND ISLE",3803900,3868048,8963787
1982,"LA","GRETNA",1305168,2689841,6233419
1982,"LA","HACKBERRY",4385052,5533370,12822994
1982,"LA","HARVEY",253654,296214,686444
1982,"LA","HOUMA",2480995,2752017,6377504
1982,"LA","LAFAYETTE",1659290,2967024,6875761
1982,"LA","LAFITTE",8097351,18779556,43519612
1982,"LA","LAKE ARTHUR",257782,391252,906685
1982,"LA","MADISONVILLE",2579552,3199266,7413956
1982,"LA","MARRERO",62324,68251,158164
1982,"LA","MONTEGUT",2321210,2612959,6055252
1982,"LA","MORGAN CITY",640239,755909,1751738
1982,"LA","NEW ORLEANS",1315275,2112143,4894666
1982,"LA","PATTERSON",818932,2396259,5553074
1982,"LA","PORT SULPHUR",272601,410464,951206
1982,"LA","SAINT AMANT",717,2177,5045
1982,"LA","SAINT BERNARD",3333591,5418569,12556955
1982,"LA","THERIOT",1489456,1511844,3503536
1982,"LA","VENICE",1364631,1961146,4544747
1982,"LA","VIOLET",3684069,4660141,10799379
1982,"LA","WESTWEGO",715560,891394,2065710
1982,"MS","BAY SAINT LOUIS",196189,279557,647844
1982,"MS","BILOXI",5923243,8412900,19495995
1982,"MS","GAUTIER",160300,44635,103437
1982,"MS","GULFPORT",400785,645607,1496125
1982,"MS","MOSS POINT",102959,187531,434583
1982,"MS","OCEAN SPRINGS",177973,293882,681040
1982,"MS","PASCAGOULA",3631192,6784922,15723330
1982,"MS","PASS CHRISTIAN",443174,727151,1685095
1982,"TX","ANAHUAC",773967,1167263,2705007
1982,"TX","ARANSAS PASS",12281844,35940793,83288946
1982,"TX","BOLIVAR PENINSULA",3029462,6978933,16172930
1982,"TX","BROWNSVILLE",12488282,36627642,84880642
1982,"TX","DICKINSON",975810,1574774,3649370
1982,"TX","FREEPORT",8359456,24167489,56005572
1982,"TX","FULTON",2458147,4154163,9626829
1982,"TX","GALVESTON",2746141,6577198,15241952
1982,"TX","HIGH ISLAND",4130,7057,16354
1982,"TX","INDIANOLA",712897,856550,1984963
1982,"TX","MATAGORDA",368050,463738,1074663
1982,"TX","NUECES",2249707,5832128,13515333
1982,"TX","PALACIOS",5157162,11838008,27433318
1982,"TX","PORT ARTHUR",6595208,14632586,33909452
1982,"TX","PORT ISABEL",14150873,40945257,94886254
1982,"TX","PORT LAVACA",2323583,4906311,11369851
1982,"TX","PORT O'CONNOR",1503885,2638170,6113676
1982,"TX","ROCKPORT",736992,866382,2007747
1982,"TX","SAN LEON",617187,850977,1972048
1982,"TX","SEABROOK",2732373,4276478,9910282
1982,"TX","SEADRIFT",794595,976817,2263670
1983,"AL","BAYOU LA BATRE",9388548,24170913,53902419
1983,"AL","BON SECOUR",5065572,14240052,31756072
1983,"AL","CODEN",181577,275970,615428
1983,"AL","DAUPHIN ISLAND",1055615,2404301,5361718
1983,"AL","GULF SHORES",2012992,5885009,13123883
1983,"AL","IRVINGTON",47189,95944,213960
1983,"AL","MOBILE",39302,56775,126611
1983,"AL","SPANISH FORT",99568,190968,425868
1983,"AL","THEODORE",227928,520072,1159788
1983,"FL","APALACHICOLA",1901528,4214497,9398554
1983,"FL","CARRABELLE",1377474,3327413,7420309
1983,"FL","CORTEZ",115655,375869,838208
1983,"FL","CRYSTAL RIVER",603733,688691,1535818
1983,"FL","DESTIN",4455,14199,31665
1983,"FL","EASTPOINT",380464,554508,1236583
1983,"FL","FORT MYERS",416385,1197061,2669509
1983,"FL","FORT MYERS BEACH",2862573,8357872,18638498
1983,"FL","KEY WEST",3828919,7853467,17513648
1983,"FL","LARGO",41724,89102,198702
1983,"FL","LUTZ",91728,245106,546599
1983,"FL","MARATHON",670505,636057,1418441
1983,"FL","MATLACHA",8634,14360,32024
1983,"FL","MILTON",377,829,1849
1983,"FL","NICEVILLE",954471,2772197,6182146
1983,"FL","ORLANDO",46054,67521,150575
1983,"FL","PANAMA CITY",5346,11565,25790
1983,"FL","PENSACOLA",745416,2065871,4607003
1983,"FL","PLACIDA",89962,225412,502681
1983,"FL","PORT SAINT JOE",2663,7182,16016
1983,"FL","RUSKIN",91728,245106,546599
1983,"FL","SAINT MARKS",100443,130058,290036
1983,"FL","SAINT PETERSBURG",2746321,5349426,11929504
1983,"FL","TAMPA",2732061,5604107,12497456
1983,"FL","TARPON SPRINGS",1961665,4604584,10268467
1983,"LA","ABBEVILLE",621,721,1608
1983,"LA","BARATARIA",1170761,2699421,6019851
1983,"LA","BATON ROUGE",120623,205664,458641
1983,"LA","BELLE CHASSE",217074,248366,553870
1983,"LA","BERWICK",20554,42311,94356
1983,"LA","BOOTHVILLE",3372810,5759558,12844121
1983,"LA","BURAS",821076,1738366,3876648
1983,"LA","CAMERON",4048742,7734347,17248005
1983,"LA","CHALMETTE",312318,482623,1076274
1983,"LA","CHAUVIN",4540572,7045156,15711072
1983,"LA","CUT OFF",1087289,1449230,3231860
1983,"LA","DELACROIX",43845,82365,183678
1983,"LA","DELCAMBRE",3960470,9206066,20530016
1983,"LA","DULAC",10839605,21314632,47532762
1983,"LA","EMPIRE",3634022,5455607,12166294
1983,"LA","FRANKLIN",20554,42311,94356
1983,"LA","GOLDEN MEADOW",9906444,19544674,43585662
1983,"LA","GRAND ISLE",3548289,5120067,11418022
1983,"LA","GRETNA",1157500,2312081,5156063
1983,"LA","HACKBERRY",1746972,2077263,4632408
1983,"LA","HARVEY",625372,796181,1775525
1983,"LA","HOUMA",1540893,2115555,4717800
1983,"LA","KENNER",14556,23737,52935
1983,"LA","LAFAYETTE",1111811,2380942,5309627
1983,"LA","LAFITTE",6949797,16971189,37846652
1983,"LA","LAKE ARTHUR",169393,275953,615390
1983,"LA","MADISONVILLE",1504832,1751180,3905224
1983,"LA","MARRERO",11075,14085,31410
1983,"LA","MONTEGUT",2109764,2717186,6059469
1983,"LA","MORGAN CITY",243653,346244,772143
1983,"LA","NEW ORLEANS",1639946,2590263,5776424
1983,"LA","PATTERSON",654869,1891896,4219028
1983,"LA","PORT SULPHUR",145270,198591,442869
1983,"LA","SAINT BERNARD",3258434,4957615,11055746
1983,"LA","THERIOT",1694045,2078590,4635366
1983,"LA","VENICE",2460903,3811223,8499231
1983,"LA","VIOLET",2367814,3598317,8024438
1983,"LA","WESTWEGO",1260483,1539477,3433117
1983,"MS","BAY SAINT LOUIS",134957,198162,441911
1983,"MS","BILOXI",5839093,9945529,22179061
1983,"MS","GAUTIER",208100,66666,148669
1983,"MS","GULFPORT",345989,564388,1258616
1983,"MS","LONG BEACH",260238,467993,1043649
1983,"MS","MOSS POINT",41374,99631,222182
1983,"MS","OCEAN SPRINGS",184308,355132,791963
1983,"MS","PASCAGOULA",3303759,6572541,14657113
1983,"MS","PASS CHRISTIAN",499226,980090,2185651
1983,"TX","ANAHUAC",908370,1264532,2819973
1983,"TX","ARANSAS PASS",14064922,38898802,86746398
1983,"TX","BOLIVAR PENINSULA",3798762,8257023,18413602
1983,"TX","BROWNSVILLE",9528908,28184705,62853386
1983,"TX","DICKINSON",768681,1017296,2268624
1983,"TX","FREEPORT",5485088,15728084,35074464
1983,"TX","FULTON",2862442,5077662,11323456
1983,"TX","GALVESTON",2048708,4588539,10232686
1983,"TX","HIGH ISLAND",17581,21563,48087
1983,"TX","INDIANOLA",746691,1040700,2320817
1983,"TX","MATAGORDA",520915,682777,1522629
1983,"TX","NUECES",2624125,6279735,14004143
1983,"TX","PALACIOS",6654280,14173888,31608523
1983,"TX","PORT ARTHUR",7137491,17528586,39089678
1983,"TX","PORT ISABEL",12949419,34670846,77317827
1983,"TX","PORT LAVACA",2601444,4763145,10622066
1983,"TX","PORT O'CONNOR",1884929,3321645,7407445
1983,"TX","ROCKPORT",857718,1351216,3013284
1983,"TX","SAN LEON",416831,490280,1093350
1983,"TX","SEABROOK",1841539,2491546,5556279
1983,"TX","SEADRIFT",1042064,1333535,2973854
1984,"AL","BAYOU LA BATRE",10812688,23807191,51242386
1984,"AL","BON SECOUR",5286549,12306967,26489404
1984,"AL","CODEN",239206,344905,742370
1984,"AL","DAUPHIN ISLAND",933308,1928503,4150894
1984,"AL","GULF SHORES",2830558,6884016,14817095
1984,"AL","IRVINGTON",42768,100252,215781
1984,"AL","MOBILE",14395,12419,26731
1984,"AL","SPANISH FORT",115455,160677,345839
1984,"AL","THEODORE",1098366,1520680,3273098
1984,"FL","APALACHICOLA",2493421,4732947,10187151
1984,"FL","CARRABELLE",1263457,2668992,5744716
1984,"FL","CORTEZ",127195,342851,737949
1984,"FL","CRYSTAL RIVER",207535,181234,390086
1984,"FL","EASTPOINT",513491,646456,1391425
1984,"FL","FORT MYERS",402649,931522,2005000
1984,"FL","FORT MYERS BEACH",3889614,9734392,20952217
1984,"FL","HOMOSASSA",2336,1910,4111
1984,"FL","INGLIS",54405,61856,133138
1984,"FL","KEY WEST",5939457,9572774,20604353
1984,"FL","LARGO",46423,88866,191274
1984,"FL","LUTZ",51722,116714,251214
1984,"FL","MARATHON",747867,690634,1486515
1984,"FL","MATLACHA",23775,31712,68257
1984,"FL","MILTON",221,485,1044
1984,"FL","NICEVILLE",55101,169542,364921
1984,"FL","ORLANDO",50435,64774,139419
1984,"FL","PANAMA CITY",9622,28803,61995
1984,"FL","PENSACOLA",8228,20501,44127
1984,"FL","PLACIDA",93861,200132,430762
1984,"FL","PORT SAINT JOE",222,404,870
1984,"FL","RUSKIN",51722,116714,251214
1984,"FL","SAINT MARKS",59430,61688,132776
1984,"FL","SAINT PETERSBURG",3711181,5759461,12396613
1984,"FL","TAMPA",3583628,5655455,12172751
1984,"FL","TARPON SPRINGS",2245995,4306991,9270329
1984,"FL","YANKEETOWN",41349,20461,44040
1984,"LA","ABBEVILLE",1703984,2510763,5404144
1984,"LA","BARATARIA",1289443,2647989,5699508
1984,"LA","BATON ROUGE",8940,10715,23062
1984,"LA","BELLE CHASSE",265590,223076,480147
1984,"LA","BERWICK",216701,185502,399273
1984,"LA","BOOTHVILLE",2501637,3453505,7433293
1984,"LA","BURAS",688283,1188368,2557832
1984,"LA","CAMERON",5448641,8545863,18394037
1984,"LA","CHALMETTE",561223,775705,1669621
1984,"LA","CHAUVIN",7668009,8450855,18189543
1984,"LA","CUT OFF",2053303,2239813,4820954
1984,"LA","DELACROIX",866077,999376,2151048
1984,"LA","DELCAMBRE",5512922,10123774,21790319
1984,"LA","DES ALLEMANDS",20394,33700,72535
1984,"LA","DULAC",14885610,24718325,53203502
1984,"LA","EMPIRE",5824960,7567864,16289003
1984,"LA","FRANKLIN",216701,185502,399273
1984,"LA","GOLDEN MEADOW",10702295,18337664,39469824
1984,"LA","GRAND ISLE",5249728,5984532,12881053
1984,"LA","GRETNA",1121332,1787573,3847556
1984,"LA","HACKBERRY",3847072,3391665,7300191
1984,"LA","HARVEY",458487,442150,951679
1984,"LA","HOUMA",2301659,2079239,4475336
1984,"LA","KENNER",136861,197408,424899
1984,"LA","LAFAYETTE",1342002,2535292,5456939
1984,"LA","LAFITTE",10401881,18632961,40105418
1984,"LA","LAKE ARTHUR",73091,108717,234001
1984,"LA","MADISONVILLE",1671740,1419306,3054902
1984,"LA","MARRERO",110634,93415,201066
1984,"LA","METAIRIE",31299,40507,87187
1984,"LA","MONTEGUT",3188599,2954107,6358395
1984,"LA","MORGAN CITY",708384,949325,2043319
